_id,energy,energy_per_atom,formation_energy,formation_energy_per_site,band_gap,homo,lumo,fermi_level
6141cf1ea05be5973bd77a77,-1393.22600036,-7.294376965235601,2.8374996400000327,1.4187498200000164,1.1428,-0.6798,0.463,-0.20279073
6141cf1e31cf3ef3d4a9ed52,-1373.02803942,-7.226463365368421,9.386860580000075,3.1289535266666917,0.4162,-0.5555,-0.1393,-0.34729223
6141cf1e1d648932fbc3429d,-1399.08012492,-7.286875650624999,0.47237508000011985,0.23618754000005993,1.8018,-0.6993,1.1025,-0.22000614
6141cf1e4e27a1844a5f000c,-1392.29003021,-7.289476597958115,3.1354697900001156,1.0451565966667051,1.1459,-0.6785,0.4674,-0.20876583
6141cf1ebaaf234b3529019a,-1386.44188216,-7.29706253768421,5.494617840000046,1.8315392800000154,1.0011,-0.6719,0.3292,-0.13219266
6141cf1f9cbada84a86767d5,-1398.14379615,-7.281998938281251,0.7707038500000181,0.25690128333333934,1.8083,-0.6975,1.1108,-0.20104286
6141cf1fee0a3fd43fb479ef,-1378.20805974,-7.215749003874345,7.695840260000068,2.5652800866666894,0.42300000000000004,-0.5269,-0.1039,-0.31419399
6141cf1fb842c2e72e2f2d5e,-1396.25731943,-7.272173538697917,0.5797805699999117,0.28989028499995584,1.8095,-0.6915,1.118,-0.17893585
6141cf1fa05be5973bd77a79,-1393.22504464,-7.294371961465969,2.838455359999898,1.419227679999949,1.1451,-0.6815,0.4636,-0.20465714
6141cf1f31cf3ef3d4a9ed54,-1372.39599487,-7.223136815105263,10.018905129999894,3.3396350433332977,0.4079999999999999,-0.5398,-0.1318,-0.33864703
6141cf1f4e27a1844a5f000e,-1392.292161,-7.289487753926702,3.133338999999978,1.044446333333326,1.1446,-0.6783,0.4663,-0.21246104
6141cf1f51c1cbd9654b8878,-1384.53657534,-7.287034607052631,5.3225246600002265,2.6612623300001133,1.105,-0.6715,0.4335,-0.21149666
6141cf209cbada84a86767d7,-1398.14332945,-7.281996507552083,0.771170550000079,0.2570568500000263,1.8098,-0.6975,1.1123,-0.21608625
6141cf20cc0e69a0cf28ab4f,-1390.41059386,-7.279636617068063,2.9375061399998685,1.4687530699999343,1.147,-0.675,0.472,-0.1961053
6141cf20baaf234b3529019c,-1386.4256034,-7.29697686,5.510896600000024,1.8369655333333412,1.1085,-0.6783,0.4302,-0.12932982
6141cf20ee0a3fd43fb479f1,-1378.17653361,-7.215583945602094,7.727366390000043,2.575788796666681,0.3578,-0.476,-0.1182,-0.29698613
6141cf201d648932fbc3429f,-1399.08332539,-7.286892319739583,0.46917460999998184,0.23458730499999092,1.8031,-0.6993,1.1038,-0.2213222
6141cf204e27a1844a5f0010,-1392.28282899,-7.289438895235603,3.142671009999958,1.0475570033333195,1.1426,-0.6756,0.467,-0.20523873
6141cf20a05be5973bd77a7b,-1393.22543248,-7.294373992041885,2.8380675199998677,1.4190337599999339,1.1429,-0.6807,0.4622,-0.20344506
6141cf2069b0784ffcf8f865,-1379.11902487,-7.220518454816753,7.422875129999966,3.711437564999983,0.3586,-0.4851,-0.1265,-0.30585717
6141cf2031cf3ef3d4a9ed56,-1372.33519817,-7.222816832473685,10.079701829999976,3.359900609999992,0.3552,-0.512,-0.1568,-0.33501844
6141cf213ac25c70a5c6c845,-1366.4843399,-7.230075872486772,12.44156010000006,4.14718670000002,0.4249,-0.5786,-0.1537,-0.36760548
6141cf219cbada84a86767d9,-1398.14509197,-7.282005687343751,0.7694080300000223,0.25646934333334076,1.8094000000000001,-0.6974,1.112,-0.21594177
6141cf21baaf234b3529019e,-1386.41886156,-7.29694137663158,5.517638439999928,1.8392128133333092,1.0998,-0.6795,0.4203,-0.12028046
6141cf21ee0a3fd43fb479f3,-1378.20053457,-7.215709605078533,7.703365430000076,2.567788476666692,0.4346,-0.5332,-0.0986,-0.31487631
6141cf21cc0e69a0cf28ab51,-1390.40814133,-7.279623776596859,2.9399586699998963,1.4699793349999482,1.1486,-0.6763,0.4723,-0.19577034
6141cf214e27a1844a5f0012,-1392.29536749,-7.289504541832461,3.1301325100000668,1.0433775033333557,1.1427,-0.6879,0.4548,-0.01435015
6141cf2202d926221cabc557,-1373.28255643,-7.227802928578948,9.770343570000023,4.885171785000011,0.38239999999999996,-0.5355,-0.1531,-0.34575289
6141cf221d648932fbc342a1,-1399.08301777,-7.286890717552083,0.46948223000003964,0.23474111500001982,1.8024,-0.6993,1.1031,-0.21201317
6141cf2231cf3ef3d4a9ed58,-1372.38101459,-7.223057971526315,10.033885410000039,3.344628470000013,0.4176,-0.5511,-0.1335,-0.34714842
6141cf229cbada84a86767db,-1398.14288958,-7.2819942165625,0.7716104200001155,0.25720347333337185,1.8087,-0.6975,1.1112,-0.2144359
6141cf22baaf234b352901a0,-1386.42250233,-7.296960538578948,5.513997669999981,1.8379992233333269,1.0996,-0.6795,0.4201,-0.12428181
6141cf22ee0a3fd43fb479f5,-1378.1739093,-7.215570205759163,7.729990699999917,2.576663566666639,0.3588,-0.4763,-0.1175,-0.29691421
6141cf22a05be5973bd77a7d,-1393.22782965,-7.294386542670158,2.835670349999873,1.4178351749999365,1.1456,-0.682,0.4636,-0.20621458
6141cf231d648932fbc342a3,-1399.05542605,-7.286747010677083,0.49707394999995813,0.24853697499997907,1.802,-0.6995,1.1025,-0.21778187
6141cf23cc0e69a0cf28ab53,-1390.40998462,-7.279633427329842,2.9381153799999993,1.4690576899999996,1.1466,-0.6741,0.4725,-0.19849855
6141cf234e27a1844a5f0014,-1392.28957972,-7.289474239371727,3.135920280000164,1.0453067600000547,1.1436,-0.6775,0.4661,-0.2107381
6141cf239cbada84a86767dd,-1398.13562075,-7.281956358072917,0.7788792500000454,0.2596264166666818,1.8063,-0.6972,1.1091,-0.20756034
6141cf2331cf3ef3d4a9ed5a,-1372.44087636,-7.223373033473684,9.974023640000041,3.3246745466666803,0.3047,-0.522,-0.2173,-0.36983748
6141cf2351c1cbd9654b887a,-1384.53204536,-7.287010765052631,5.327054640000142,2.663527320000071,1.111,-0.6706,0.4404,-0.11105755
6141cf24baaf234b352901a2,-1386.43461456,-7.297024287157894,5.501885440000024,1.8339618133333413,1.0379,-0.6809,0.357,-0.12451703
6141cf24ee0a3fd43fb479f7,-1378.19118228,-7.215660640209424,7.7127177200000006,2.570905906666667,0.36069999999999997,-0.4841,-0.1234,-0.30388057
6141cf243ac25c70a5c6c847,-1366.47249253,-7.230013187989417,12.453407470000002,4.151135823333334,0.34900000000000003,-0.5391,-0.1901,-0.36377656
6141cf249cbada84a86767df,-1398.14283617,-7.281993938385416,0.7716638300000795,0.2572212766666932,1.8086,-0.6978,1.1108,-0.20800813
6141cf244e27a1844a5f0016,-1392.26779148,-7.289360164816753,3.157708520000142,1.052569506666714,1.1355,-0.6727,0.4628,-0.20799887
6141cf2431cf3ef3d4a9ed5c,-1372.3378516,-7.222830797894737,10.077048399999967,3.359016133333322,0.3571,-0.513,-0.1559,-0.33538613
6141cf251d648932fbc342a5,-1399.0827981,-7.2868895734375,0.4697019000000182,0.2348509500000091,1.8025,-0.6995,1.103,-0.20331216
6141cf25b842c2e72e2f2d60,-1396.25812184,-7.272177717916667,0.578978159999906,0.289489079999953,1.807,-0.6911,1.1159,-0.18159514
6141cf25baaf234b352901a4,-1386.42307564,-7.296963556,5.5134243600000445,1.837808120000015,1.1048,-0.6785,0.4263,-0.21486392
6141cf25ee0a3fd43fb479f9,-1378.19205432,-7.215665205863874,7.711845680000124,2.570615226666708,0.4129,-0.5253,-0.1124,-0.31910433
6141cf259cbada84a86767e1,-1398.14353299,-7.28199756765625,0.7709670100000494,0.2569890033333498,1.8097,-0.6977,1.112,-0.2194614
6141cf254e27a1844a5f0018,-1392.25901509,-7.28931421513089,3.1664849100000083,1.0554949700000027,1.1459000000000001,-0.6773,0.4686,-0.20768433
6141cf2631cf3ef3d4a9ed5e,-1372.3672922,-7.222985748421053,10.047607799999923,3.3492025999999746,0.4132,-0.5514,-0.1382,-0.34554427
6141cf261d648932fbc342a7,-1399.08275818,-7.286889365520833,0.46974182000008113,0.23487091000004057,1.8023,-0.6993,1.103,-0.20901348
6141cf2602d926221cabc559,-1373.77788286,-7.230409909789474,9.275017140000045,4.637508570000023,0.40679999999999994,-0.5698,-0.163,-0.36640347
6141cf26baaf234b352901a6,-1386.43218062,-7.297011476947369,5.50431937999997,1.8347731266666567,1.0913,-0.6816,0.4097,-0.13326992
6141cf27ee0a3fd43fb479fb,-1378.18054167,-7.215604930209424,7.72335833000011,2.5744527766667034,0.35860000000000003,-0.4803,-0.1217,-0.30112945
